0.045	1.001	8.8
0.049	0.994	9.5
0.05	0.9951	10.1
0.058	0.9956	9.9
0.058	0.9956	9.9
0.05	0.9951	10.1
0.045	0.9949	9.6
0.045	1.001	8.8
0.049	0.994	9.5
0.044	0.9938	11
0.046	0.9928	9.6
0.033	0.9917	11.3
0.052	0.9951	10
0.046	0.9955	10.4
0.052	0.993	10
0.051	0.9961	10.5
0.047	0.9914	11.6
0.044	0.9974	10
0.042	0.9934	10.2
0.05	0.992	10.8
0.045	0.9939	9
0.053	0.9906	11.2
0.172	0.9937	9.4
0.173	0.9937	9.4
0.069	0.9954	9.8
0.057	0.9934	9.5
0.06	0.9934	9.5
0.069	0.9954	9.8
0.062	0.9917	11.7
0.045	0.9911	10.9
0.147	0.993	9.1
0.039	0.9908	11
0.043	0.9962	9.6
0.048	0.9972	8.9
0.044	0.9931	10.2
0.038	0.9926	9.9
0.092	0.9951	8.6
0.048	0.9972	8.9
0.044	0.9931	10.2
0.038	0.9927	10.3
0.056	0.9956	9
0.054	0.9941	9.1
0.053	0.9929	10.6
0.05	0.9985	9.2
0.047	0.9966	9.5
0.044	0.9975	8.7
0.044	0.9974	8.7
0.05	0.9972	9.7
0.044	0.9975	8.7
0.044	0.9974	8.7
0.044	0.9969	9.2
0.046	0.9979	8.8
0.046	0.9979	8.8
0.051	0.9974	9.2
0.04	0.999	9.1
0.04	0.999	9.1
0.082	0.9959	8.8
0.041	0.9914	11.3
0.035	0.9911	11.8
0.058	0.9952	9.1
0.092	0.9928	9.8
0.026	0.9912	11
0.046	0.9924	10.9
0.027	0.992	10.7
0.029	0.9923	11.8
0.039	0.992	10.8
0.036	0.9947	9.7
0.037	0.9921	11.2
0.04	0.9905	10.9
0.044	0.9918	10.1
0.054	0.994	9.4
0.055	0.9968	9.9
0.054	0.994	9.4
0.049	0.9966	9.7
0.066	0.9979	8.9
0.066	0.9979	8.9
0.066	0.9979	8.9
0.048	0.9974	9.6
0.066	0.9906	12.7
0.045	0.9917	11
0.04	0.9927	11.4
0.049	0.995	9.2
0.048	0.9951	9.3
0.05	0.9979	9.6
0.04	0.9954	9.9
0.052	0.9962	8.9
0.045	0.9928	11.4
0.197	0.9942	9.1
0.034	0.9949	12
0.048	0.993	9.5
0.051	0.9944	9.7
0.07	0.9971	9.1
0.043	0.9936	9.1
0.046	0.9929	10.4
0.048	0.9938	9.7
0.041	0.9969	9.1
0.048	0.9938	9.7
0.041	0.9976	9.6
0.039	0.9976	9.5
0.058	0.9979	9
0.058	0.9979	9
0.058	0.9979	9
0.058	0.9979	9
0.044	0.9972	9.6
0.039	0.9982	9.6
0.047	0.9934	9.7
0.038	0.9923	11.3
0.054	0.9932	9.3
0.032	0.9912	11.8
0.048	0.9939	10.2
0.045	0.9977	9.6
0.038	0.9912	10.6
0.053	0.9965	9.2
0.044	0.9945	9.7
0.045	0.9944	9.7
0.053	0.9965	9.2
0.046	0.9954	9.8
0.044	0.9954	9.8
0.053	0.9978	9.7
0.041	0.9945	10.5
0.046	0.9934	9.4
0.046	0.997	10
0.043	0.9923	10.3
0.063	0.9914	10.8
0.05	0.992	10.5
